"round","learning_rate","max_depth","mds","sb_sample","spw","auc","Fmeasure","precision","recall","fnm","x","y","n"
1,1,2,0,0.5,34,0.549623397164539,0.0617517713168825,0.0322200267703487,0.740117130307467,"dt_9508_x_bencode_cc_y.train30.test30.roll30_ret_grid.csv","bencode","cc","9508"
2,1,8,0,0.5,34,0.555200336356596,0.0625907111756168,0.0326436636598751,0.757686676427526,"dt_9508_x_bencode_cc_y.train30.test30.roll30_ret_grid.csv","bencode","cc","9508"
3,1,2,0,1,34,0.559847471541197,0.0639454890912665,0.0334705075445816,0.714494875549048,"dt_9508_x_bencode_cc_y.train30.test30.roll30_ret_grid.csv","bencode","cc","9508"
4,1,8,0,1,34,0.561089326814668,0.0641834187360399,0.0335992846825779,0.715226939970717,"dt_9508_x_bencode_cc_y.train30.test30.roll30_ret_grid.csv","bencode","cc","9508"
1,1,2,0,0.5,12,0.600875646914231,0.219967651815909,0.153972828324413,0.384971693257849,"dt_9508_x_bencode_fx_y.train30.test30.roll30_ret_grid.csv","bencode","fx","9508"
2,1,8,0,0.5,12,0.567402148830837,0.186263821834605,0.133541759714158,0.307771487390633,"dt_9508_x_bencode_fx_y.train30.test30.roll30_ret_grid.csv","bencode","fx","9508"
3,1,2,0,1,12,0.566680341360368,0.198058701178646,0.179739932885906,0.220535254760679,"dt_9508_x_bencode_fx_y.train30.test30.roll30_ret_grid.csv","bencode","fx","9508"
4,1,8,0,1,12,0.542665606463966,0.158179848320693,0.166952544311035,0.150283067421513,"dt_9508_x_bencode_fx_y.train30.test30.roll30_ret_grid.csv","bencode","fx","9508"
1,1,2,0,0.5,217,0.598771747154218,0.011711571406323,0.00589637435704429,0.850678733031674,"dt_9508_x_bencode_ln_y.train30.test30.roll30_ret_grid.csv","bencode","ln","9508"
2,1,8,0,0.5,217,0.594909290139432,0.0117592653762304,0.00592286959704522,0.805429864253394,"dt_9508_x_bencode_ln_y.train30.test30.roll30_ret_grid.csv","bencode","ln","9508"
3,1,2,0,1,217,0.561478703455666,0.0109270104270818,0.00550696469063816,0.692307692307692,"dt_9508_x_bencode_ln_y.train30.test30.roll30_ret_grid.csv","bencode","ln","9508"
4,1,8,0,1,217,0.570163625630763,0.0111803000283046,0.00563420461434226,0.714932126696833,"dt_9508_x_bencode_ln_y.train30.test30.roll30_ret_grid.csv","bencode","ln","9508"
1,1,2,0,0.5,80,0.575128034377386,0.0346706290242694,0.0180029576287533,0.467445742904841,"dt_9508_x_bencode_wm_y.train30.test30.roll30_ret_grid.csv","bencode","wm","9508"
2,1,8,0,0.5,80,0.547207191039845,0.0371863216746847,0.0201635645798082,0.23873121869783,"dt_9508_x_bencode_wm_y.train30.test30.roll30_ret_grid.csv","bencode","wm","9508"
3,1,2,0,1,80,0.509765380880105,0.0274536719286205,0.0172786177105832,0.0667779632721202,"dt_9508_x_bencode_wm_y.train30.test30.roll30_ret_grid.csv","bencode","wm","9508"
4,1,8,0,1,80,0.509481008356815,0.0272727272727273,0.0172490048651039,0.0651085141903172,"dt_9508_x_bencode_wm_y.train30.test30.roll30_ret_grid.csv","bencode","wm","9508"
1,1,2,0,0.5,40,0.548794711254061,0.0574058043646635,0.03047011027278,0.494893951296151,"dt_9508_x_recent.wayback_cc_y.train30.test30.roll30_ret_grid.csv","recent.wayback","cc","9508"
2,1,8,0,0.5,40,0.530041959877604,0.0538322140496749,0.0288752930413403,0.396700706991359,"dt_9508_x_recent.wayback_cc_y.train30.test30.roll30_ret_grid.csv","recent.wayback","cc","9508"
3,1,2,0,1,40,0.51735152764984,0.0508486317977139,0.027883300410272,0.288295365278869,"dt_9508_x_recent.wayback_cc_y.train30.test30.roll30_ret_grid.csv","recent.wayback","cc","9508"
4,1,8,0,1,40,0.500272765282901,0.0435186907197322,0.0246809408290265,0.18381775333857,"dt_9508_x_recent.wayback_cc_y.train30.test30.roll30_ret_grid.csv","recent.wayback","cc","9508"
1,1,2,0,0.5,7,0.80772606544107,0.477554179566563,0.329907319391635,0.864414694894147,"dt_9508_x_recent.wayback_fx_y.train30.test30.roll30_ret_grid.csv","recent.wayback","fx","9508"
2,1,8,0,0.5,7,0.66498154215529,0.395821727019499,0.358114919354839,0.442403486924035,"dt_9508_x_recent.wayback_fx_y.train30.test30.roll30_ret_grid.csv","recent.wayback","fx","9508"
3,1,2,0,1,7,0.777199495688625,0.469998567950737,0.338932874354561,0.76634495641345,"dt_9508_x_recent.wayback_fx_y.train30.test30.roll30_ret_grid.csv","recent.wayback","fx","9508"
4,1,8,0,1,7,0.672562362159912,0.412232328296211,0.381748242472476,0.448007471980075,"dt_9508_x_recent.wayback_fx_y.train30.test30.roll30_ret_grid.csv","recent.wayback","fx","9508"
1,1,2,0,0.5,257,0.648389290667274,0.0147930802616297,0.00748762376237624,0.608040201005025,"dt_9508_x_recent.wayback_ln_y.train30.test30.roll30_ret_grid.csv","recent.wayback","ln","9508"
2,1,8,0,0.5,257,0.630235537952917,0.0188348664038546,0.00962722489645136,0.4321608040201,"dt_9508_x_recent.wayback_ln_y.train30.test30.roll30_ret_grid.csv","recent.wayback","ln","9508"
3,1,2,0,1,257,0.522256726002268,0.0124851367419738,0.00663507109004739,0.105527638190955,"dt_9508_x_recent.wayback_ln_y.train30.test30.roll30_ret_grid.csv","recent.wayback","ln","9508"
4,1,8,0,1,257,0.498198457988871,0.00678175092478422,0.00361247947454844,0.0552763819095477,"dt_9508_x_recent.wayback_ln_y.train30.test30.roll30_ret_grid.csv","recent.wayback","ln","9508"
1,1,2,0,0.5,51,0.85636532346903,0.192170022371365,0.108295511850731,0.85218253968254,"dt_9508_x_recent.wayback_wm_y.train30.test30.roll30_ret_grid.csv","recent.wayback","wm","9508"
2,1,8,0,0.5,51,0.836649704571629,0.209982788296041,0.121161191749427,0.786706349206349,"dt_9508_x_recent.wayback_wm_y.train30.test30.roll30_ret_grid.csv","recent.wayback","wm","9508"
3,1,2,0,1,51,0.838687503129538,0.196130592503023,0.11167722390526,0.804563492063492,"dt_9508_x_recent.wayback_wm_y.train30.test30.roll30_ret_grid.csv","recent.wayback","wm","9508"
4,1,8,0,1,51,0.705449933653798,0.215083162451583,0.139603667553978,0.468253968253968,"dt_9508_x_recent.wayback_wm_y.train30.test30.roll30_ret_grid.csv","recent.wayback","wm","9508"
1,1,2,0,0.5,22,0.812396087809878,0.5422652351429,0.460688591983556,0.658948915839765,"dt_9538_x_ben.recent.wayback_cc_y.train30.test30.roll30_ret_grid.csv","ben.recent.wayback","cc","9538"
2,1,8,0,0.5,22,0.809791057151947,0.520185884403137,0.430012004801921,0.658213891951488,"dt_9538_x_ben.recent.wayback_cc_y.train30.test30.roll30_ret_grid.csv","ben.recent.wayback","cc","9538"
3,1,2,0,1,22,0.805900371609763,0.505260164913278,0.412010201715743,0.653068724733554,"dt_9538_x_ben.recent.wayback_cc_y.train30.test30.roll30_ret_grid.csv","ben.recent.wayback","cc","9538"
4,1,8,0,1,22,0.806043983665849,0.530501581563488,0.449464012251149,0.647188533627343,"dt_9538_x_ben.recent.wayback_cc_y.train30.test30.roll30_ret_grid.csv","ben.recent.wayback","cc","9538"
1,1,2,0,0.5,11,0.82351613482699,0.404634198669813,0.263172583165885,0.874930413805901,"dt_9538_x_ben.recent.wayback_fx_y.train30.test30.roll30_ret_grid.csv","ben.recent.wayback","fx","9538"
2,1,8,0,0.5,11,0.823669815100743,0.410148362742516,0.26861381015351,0.866951196882539,"dt_9538_x_ben.recent.wayback_fx_y.train30.test30.roll30_ret_grid.csv","ben.recent.wayback","fx","9538"
3,1,2,0,1,11,0.784252071848591,0.425092411393781,0.300607365264857,0.725552050473186,"dt_9538_x_ben.recent.wayback_fx_y.train30.test30.roll30_ret_grid.csv","ben.recent.wayback","fx","9538"
4,1,8,0,1,11,0.690958709748827,0.434427749953626,0.43426664194326,0.434588977546855,"dt_9538_x_ben.recent.wayback_fx_y.train30.test30.roll30_ret_grid.csv","ben.recent.wayback","fx","9538"
1,1,2,0,0.5,136,0.846975901450643,0.132425274309497,0.0724787740733071,0.765864332603939,"dt_9538_x_ben.recent.wayback_ln_y.train30.test30.roll30_ret_grid.csv","ben.recent.wayback","ln","9538"
2,1,8,0,0.5,136,0.834555383141555,0.152223750573132,0.0850192061459667,0.726477024070022,"dt_9538_x_ben.recent.wayback_ln_y.train30.test30.roll30_ret_grid.csv","ben.recent.wayback","ln","9538"
3,1,2,0,1,136,0.814751307872304,0.233968130586864,0.142249527410208,0.658643326039387,"dt_9538_x_ben.recent.wayback_ln_y.train30.test30.roll30_ret_grid.csv","ben.recent.wayback","ln","9538"
4,1,8,0,1,136,0.801950095328141,0.289193302891933,0.188243064729194,0.62363238512035,"dt_9538_x_ben.recent.wayback_ln_y.train30.test30.roll30_ret_grid.csv","ben.recent.wayback","ln","9538"
1,1,2,0,0.5,46,0.880103341230163,0.212918451184337,0.120653789004458,0.904903417533432,"dt_9538_x_ben.recent.wayback_wm_y.train30.test30.roll30_ret_grid.csv","ben.recent.wayback","wm","9538"
2,1,8,0,0.5,46,0.872830086419798,0.222620169651272,0.127482728842832,0.87741456166419,"dt_9538_x_ben.recent.wayback_wm_y.train30.test30.roll30_ret_grid.csv","ben.recent.wayback","wm","9538"
3,1,2,0,1,46,0.770241631702206,0.304714449980836,0.205320247933884,0.590638930163447,"dt_9538_x_ben.recent.wayback_wm_y.train30.test30.roll30_ret_grid.csv","ben.recent.wayback","wm","9538"
4,1,8,0,1,46,0.73161810911227,0.311964822957649,0.22655462184874,0.50074294205052,"dt_9538_x_ben.recent.wayback_wm_y.train30.test30.roll30_ret_grid.csv","ben.recent.wayback","wm","9538"
1,1,2,0,0.5,52,0.513692813102899,0.0397080918652071,0.0220553171196948,0.198924731182796,"dt_9538_x_bencode_cc_y.train30.test30.roll30_ret_grid.csv","bencode","cc","9538"
2,1,8,0,0.5,52,0.511115270975837,0.039,0.0230769230769231,0.125806451612903,"dt_9538_x_bencode_cc_y.train30.test30.roll30_ret_grid.csv","bencode","cc","9538"
3,1,2,0,1,52,0.508092848180677,0.0364063417498532,0.0250403877221325,0.0666666666666667,"dt_9538_x_bencode_cc_y.train30.test30.roll30_ret_grid.csv","bencode","cc","9538"
4,1,8,0,1,52,0.50851276966042,0.0367985280588776,0.0257400257400257,0.0645161290322581,"dt_9538_x_bencode_cc_y.train30.test30.roll30_ret_grid.csv","bencode","cc","9538"
1,1,2,0,0.5,18,0.600299289036209,0.158949243098842,0.0984013230429989,0.413194444444444,"dt_9538_x_bencode_fx_y.train30.test30.roll30_ret_grid.csv","bencode","fx","9538"
2,1,8,0,0.5,18,0.570861878603765,0.142708694146172,0.0920053595355069,0.317901234567901,"dt_9538_x_bencode_fx_y.train30.test30.roll30_ret_grid.csv","bencode","fx","9538"
3,1,2,0,1,18,0.549279382371019,0.136829768532083,0.110297590930562,0.18016975308642,"dt_9538_x_bencode_fx_y.train30.test30.roll30_ret_grid.csv","bencode","fx","9538"
4,1,8,0,1,18,0.528730097547394,0.107445154603558,0.0972786987801064,0.119984567901235,"dt_9538_x_bencode_fx_y.train30.test30.roll30_ret_grid.csv","bencode","fx","9538"
1,1,2,0,0.5,282,0.565993122548584,0.0127433628318584,0.00650916104146577,0.301675977653631,"dt_9538_x_bencode_ln_y.train30.test30.roll30_ret_grid.csv","bencode","ln","9538"
2,1,8,0,0.5,282,0.551368157816312,0.0229074889867841,0.0124342419894787,0.145251396648045,"dt_9538_x_bencode_ln_y.train30.test30.roll30_ret_grid.csv","bencode","ln","9538"
3,1,2,0,1,282,0.505988468876237,0.0104275286757039,0.00641025641025641,0.0279329608938547,"dt_9538_x_bencode_ln_y.train30.test30.roll30_ret_grid.csv","bencode","ln","9538"
4,1,8,0,1,282,0.500484230365293,0.00632244467860906,0.0038961038961039,0.0167597765363128,"dt_9538_x_bencode_ln_y.train30.test30.roll30_ret_grid.csv","bencode","ln","9538"
1,1,2,0,0.5,78,0.555175895486816,0.0360037700282752,0.0190961807638472,0.314144736842105,"dt_9538_x_bencode_wm_y.train30.test30.roll30_ret_grid.csv","bencode","wm","9538"
2,1,8,0,0.5,78,0.539730326293487,0.0327708963230274,0.0174183514774495,0.276315789473684,"dt_9538_x_bencode_wm_y.train30.test30.roll30_ret_grid.csv","bencode","wm","9538"
3,1,2,0,1,78,0.51854789094324,0.0356234096692112,0.0228651423238451,0.0805921052631579,"dt_9538_x_bencode_wm_y.train30.test30.roll30_ret_grid.csv","bencode","wm","9538"
4,1,8,0,1,78,0.516161994177313,0.0338345864661654,0.0219298245614035,0.0740131578947368,"dt_9538_x_bencode_wm_y.train30.test30.roll30_ret_grid.csv","bencode","wm","9538"
1,1,2,0,0.5,52,0.551845907010428,0.0434176052264453,0.0225036153927551,0.614643545279383,"dt_9538_x_recent.wayback_cc_y.train30.test30.roll30_ret_grid.csv","recent.wayback","cc","9538"
2,1,8,0,0.5,52,0.5440618316716,0.0440289227651637,0.0231197097944377,0.460500963391137,"dt_9538_x_recent.wayback_cc_y.train30.test30.roll30_ret_grid.csv","recent.wayback","cc","9538"
3,1,2,0,1,52,0.515511329108892,0.0394520547945206,0.0214705631762801,0.242774566473988,"dt_9538_x_recent.wayback_cc_y.train30.test30.roll30_ret_grid.csv","recent.wayback","cc","9538"
4,1,8,0,1,52,0.510245893340569,0.0378469301934399,0.0212414444182204,0.173410404624277,"dt_9538_x_recent.wayback_cc_y.train30.test30.roll30_ret_grid.csv","recent.wayback","cc","9538"
1,1,2,0,0.5,11,0.800378579072568,0.353148392778512,0.220924466971517,0.879578855012064,"dt_9538_x_recent.wayback_fx_y.train30.test30.roll30_ret_grid.csv","recent.wayback","fx","9538"
2,1,8,0,0.5,11,0.788900230575106,0.354718735471874,0.225060468408943,0.836806317174819,"dt_9538_x_recent.wayback_fx_y.train30.test30.roll30_ret_grid.csv","recent.wayback","fx","9538"
3,1,2,0,1,11,0.761712309789961,0.369069728178288,0.248221044663134,0.719236674709366,"dt_9538_x_recent.wayback_fx_y.train30.test30.roll30_ret_grid.csv","recent.wayback","fx","9538"
4,1,8,0,1,11,0.644069851014669,0.336645962732919,0.318761027249559,0.356657161658258,"dt_9538_x_recent.wayback_fx_y.train30.test30.roll30_ret_grid.csv","recent.wayback","fx","9538"
1,1,2,0,0.5,300,0.606896184710356,0.0183930300096805,0.00946686596910812,0.322033898305085,"dt_9538_x_recent.wayback_ln_y.train30.test30.roll30_ret_grid.csv","recent.wayback","ln","9538"
2,1,8,0,0.5,300,0.568451466353886,0.0103367789263088,0.00524579067603012,0.350282485875706,"dt_9538_x_recent.wayback_ln_y.train30.test30.roll30_ret_grid.csv","recent.wayback","ln","9538"
3,1,2,0,1,300,0.532203461606807,0.0120703227499344,0.00632911392405063,0.129943502824859,"dt_9538_x_recent.wayback_ln_y.train30.test30.roll30_ret_grid.csv","recent.wayback","ln","9538"
4,1,8,0,1,300,0.504768919796447,0.00706090026478376,0.0037243947858473,0.0677966101694915,"dt_9538_x_recent.wayback_ln_y.train30.test30.roll30_ret_grid.csv","recent.wayback","ln","9538"
1,1,2,0,0.5,49,0.847664471275093,0.234514402243181,0.137333930437379,0.802092414995641,"dt_9538_x_recent.wayback_wm_y.train30.test30.roll30_ret_grid.csv","recent.wayback","wm","9538"
2,1,8,0,0.5,49,0.83027766678919,0.202716354248513,0.116335995877351,0.787271142109852,"dt_9538_x_recent.wayback_wm_y.train30.test30.roll30_ret_grid.csv","recent.wayback","wm","9538"
3,1,2,0,1,49,0.834024045016423,0.209528214616096,0.120783895480603,0.789886660854403,"dt_9538_x_recent.wayback_wm_y.train30.test30.roll30_ret_grid.csv","recent.wayback","wm","9538"
4,1,8,0,1,49,0.705432627339613,0.209195402298851,0.134053523201571,0.476024411508282,"dt_9538_x_recent.wayback_wm_y.train30.test30.roll30_ret_grid.csv","recent.wayback","wm","9538"
